2020-04-14,1
2020-04-15,5
2020-04-16,5
2020-04-17,5
2020-04-18,7
2020-04-19,7
2020-04-20,7
2020-04-21,7
2020-04-22,7
2020-04-23,7
2020-04-24,2
2020-04-25,2
2020-04-26,2
2020-04-27,2
2020-04-28,7
2020-04-29,1
2020-04-30,7
2020-05-01,7
2020-05-02,7
2020-05-03,4
2020-05-04,7
2020-05-05,1
2020-05-06,3
2020-05-07,6
2020-05-08,6
2020-05-09,8
2020-05-10,4
2020-05-11,1
2020-05-12,8
2020-05-13,17
2020-05-14,8
2020-05-15,22
2020-05-16,34
2020-05-17,9
2020-05-18,5
2020-05-19,3
2020-05-20,6
